mf_scheme_code,scheme_name_raw,fund_name_base,isin_growth,fund_house,scheme_category,scheme_type,sync_status,nav_rows,first_nav_date,last_nav_date
120251,ICICI Prudential Equity & Debt Fund - Direct Plan - Growth,ICICI Prudential Equity & Debt Fund,INF109K01Y07,ICICI Prudential Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120261,LIC MF Aggressive Hybrid Fund-Direct Plan-Growth,LIC MF Aggressive Hybrid Fund,INF767K01ED0,LIC Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,ok,2804,2015-01-01,2026-05-26
120262,Sahara Liquid Fund-Fixed Pricing - Direct -Growth option,Sahara Liquid Fund-Fixed Pricing - Direct,nan,Sahara Mutual Fund,Liquid,Open Ended Schemes,ok,1825,2015-01-01,2020-03-27
120264,LIC MF Flexi Cap Fund-Direct Plan-Growth,LIC MF Flexi Cap Fund,INF767K01EG3,LIC Mutual Fund,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,ok,2804,2015-01-01,2026-05-26
120267,LIC MF Large Cap Fund-Direct Plan-Growth,LIC MF Large Cap Fund,INF767K01EJ7,LIC Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,2804,2015-01-01,2026-05-26
120270,LIC MF ELSS Tax Saver-Direct Plan-Growth,LIC MF ELSS Tax Saver,INF767K01EM1,LIC Mutual Fund,Equity Scheme - ELSS,Open Ended Schemes,ok,2804,2015-01-01,2026-05-26
120276,LIC MF Conservative Hybrid Fund-Direct Plan-Growth,LIC MF Conservative Hybrid Fund,INF767K01EO7,LIC Mutual Fund,Hybrid Scheme - Conservative Hybrid Fund,Open Ended Schemes,ok,2755,2015-01-01,2026-05-26
120280,Sahara Liquid Fund-Variable Pricing -Direct - Growth option,Sahara Liquid Fund-Variable Pricing,nan,Sahara Mutual Fund,Liquid,Open Ended Schemes,ok,1825,2015-01-01,2020-03-27
120304,UTI-  Liquid Cash Plan - Direct Plan - Growth Option,UTI- Liquid Cash Plan,INF789F01XQ6,UTI Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,3689,2015-01-01,2026-05-26
120323,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,ICICI Prudential Value Fund (erstwhile Value Discovery Fund),INF109K012K1,ICICI Prudential Mutual Fund,Equity Scheme - Value Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
120333,Invesco India Balanced Advantage Fund - Direct Plan - Growth,Invesco India Balanced Advantage Fund,INF205K01LN5,Invesco Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120334,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,ICICI Prudential Multi-Asset Fund,INF109K015K4,ICICI Prudential Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,2804,2015-01-01,2026-05-26
120348,Invesco India Contra Fund - Direct Plan - Growth,Invesco India Contra Fund,INF205K01LE4,Invesco Mutual Fund,Equity Scheme - Contra Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120351,LIC MF Infrastructure Fund-Direct Plan-Growth,LIC MF Infrastructure Fund,INF767K01GW5,LIC Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2804,2015-01-01,2026-05-26
120357,Invesco India Large & Mid Cap Fund - Direct Plan - Growth,Invesco India Large & Mid Cap Fund,INF205K01MA0,Invesco Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120364,ICICI Prudential Equity Arbitrage Fund - Direct Plan - Growth,ICICI Prudential Equity Arbitrage Fund,INF109K016O4,ICICI Prudential Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120377,ICICI Prudential Balanced Advantage Fund - Direct Plan -  Growth,ICICI Prudential Balanced Advantage Fund,INF109K012B0,ICICI Prudential Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120381,ICICI Prudential MidCap Fund - Direct Plan -  Growth,ICICI Prudential MidCap Fund,INF109K011N7,ICICI Prudential Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120385,Invesco India Financial Services Fund - Direct Plan - Growth,Invesco India Financial Services Fund,INF205K01KY4,Invesco Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120389,Axis Liquid Fund - Direct Plan - Growth Option,Axis Liquid Fund,INF846K01CX4,Axis Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,3695,2015-01-01,2026-05-26
120392,Invesco India Largecap Fund - Direct Plan - Growth,Invesco India Largecap Fund,INF205K01LB0,Invesco Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120395,Invesco India PSU Equity Fund - Direct Plan - Growth,Invesco India PSU Equity Fund,INF205K01NG5,Invesco Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120401,Invesco India Arbitrage Fund - Direct Plan - Growth Option,Invesco India Arbitrage Fund,INF205K01KR8,Invesco Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120403,Invesco India Midcap Fund - Direct Plan - Growth Option,Invesco India Midcap Fund,INF205K01MV6,Invesco Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120405,Invesco India Infrastructure Fund - Direct Plan - Growth Option,Invesco India Infrastructure Fund,INF205K01MD4,Invesco Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120406,JM Liquid Fund (Direct) - Growth Option,JM Liquid Fund,INF192K01CM6,JM Financial Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,3480,2015-01-01,2026-05-26
120413,Invesco India Multicap Fund - Direct Plan - Growth Option,Invesco India Multicap Fund,INF205K01MS2,Invesco Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120415,JM Floater Short Term Fund (Direct) - Growth Option,JM Floater Short Term Fund,nan,JM Financial Mutual Fund,Liquid,Open Ended Schemes,ok,704,2015-01-01,2017-04-27
120416,Invesco India ELSS Tax Saver Fund - Direct Plan - Growth,Invesco India ELSS Tax Saver Fund,INF205K01NT8,Invesco Mutual Fund,Equity Scheme - ELSS,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120465,Axis Large Cap Fund - Direct Plan - Growth,Axis Large Cap Fund,INF846K01DP8,Axis Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,2813,2015-01-01,2026-05-26
120468,Axis Focused Fund - Direct Plan - Growth Option,Axis Focused Fund,INF846K01CQ8,Axis Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,2813,2015-01-01,2026-05-26
120480,Axis Conservative Hybrid Fund - Direct Plan - Growth Option,Axis Conservative Hybrid Fund,INF846K01EA8,Axis Mutual Fund,Hybrid Scheme - Conservative Hybrid Fund,Open Ended Schemes,ok,2761,2015-01-01,2026-05-26
120482,JM Arbitrage Fund (Direct) - Growth Option,JM Arbitrage Fund,INF192K01BN6,JM Financial Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,2810,2015-01-01,2026-05-26
120484,JM Aggressive Hybrid Fund (Direct) - Growth Option,JM Aggressive Hybrid Fund,INF192K01BQ9,JM Financial Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,ok,2812,2015-01-01,2026-05-26
120486,JM Value Fund (Direct) - Growth Option,JM Value Fund,INF192K01BT3,JM Financial Mutual Fund,Equity Scheme - Value Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120488,JM Focused Fund (Direct)  - Growth Option,JM Focused Fund,INF192K01BW7,JM Financial Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120490,JM Large Cap Fund (Direct) - Growth Option,JM Large Cap Fund,INF192K01BZ0,JM Financial Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,2810,2015-01-01,2026-05-26
120492,JM Flexicap Fund (Direct) - Growth Option,JM Flexicap Fund,INF192K01CC7,JM Financial Mutual Fund,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120494,JM ELSS Tax Saver Fund (Direct) - Growth Option,JM ELSS Tax Saver Fund,INF192K01CE3,JM Financial Mutual Fund,Equity Scheme - ELSS,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Axis ELSS Tax Saver Fund,INF846K01EW2,Axis Mutual Fund,Equity Scheme - ELSS,Open Ended Schemes,ok,2813,2015-01-01,2026-05-26
120505,Axis Midcap Fund - Direct Plan - Growth,Axis Midcap Fund,INF846K01EH3,Axis Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,2813,2015-01-01,2026-05-26
120517,Aditya Birla Sun Life Equity Hybrid'95 Fund - Direct Plan-Growth,Aditya Birla Sun Life Equity Hybrid'95 Fund,INF209K01ZC0,Aditya Birla Sun Life Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120524,Axis Multi Asset Allocation Fund - Direct Plan - Growth Option,Axis Multi Asset Allocation Fund,INF846K01EV4,Axis Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,2812,2015-01-01,2026-05-26
120537,Invesco India Liquid Fund - Direct Plan - Growth,Invesco India Liquid Fund,INF205K01MF9,Invesco Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,3490,2015-01-01,2026-05-26
120539,Aditya Birla Sun Life Digital India Fund - Growth - Direct Plan,Aditya Birla Sun Life Digital India Fund,INF209K01VF2,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2804,2015-01-01,2026-05-26
120564,Aditya Birla Sun Life Flexi Cap Fund - Growth - Direct Plan,Aditya Birla Sun Life Flexi Cap Fund,INF209K01XX1,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
120575,SBI CONSUMPTION OPPORTUNITIES FUND - DIRECT PLAN - GROWTH,SBI CONSUMPTION OPPORTUNITIES FUND,INF200K01RM5,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2814,2015-01-01,2026-05-26
120578,SBI TECHNOLOGY OPPORTUNITIES FUND - DIRECT PLAN - GROWTH,SBI TECHNOLOGY OPPORTUNITIES FUND,INF200K01RV6,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2812,2015-01-01,2026-05-26
120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund),INF109K016L0,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120587,ICICI Prudential FMCG Fund - Direct Plan -  Growth,ICICI Prudential FMCG Fund,INF109K01Z14,ICICI Prudential Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
120591,ICICI Prudential Smallcap Fund - Direct Plan - Growth,ICICI Prudential Smallcap Fund,INF109K015M0,ICICI Prudential Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,2788,2015-01-01,2026-05-26
120592,ICICI Prudential ELSS Tax Saver Fund - Direct Plan - Growth,ICICI Prudential ELSS Tax Saver Fund,INF109K01Y31,ICICI Prudential Mutual Fund,Equity Scheme - ELSS,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120594,ICICI Prudential Technology Fund - Direct Plan -  Growth,ICICI Prudential Technology Fund,INF109K01Z48,ICICI Prudential Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
120596,ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth,ICICI Prudential Large & Mid Cap Fund,INF109K011O5,ICICI Prudential Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120599,ICICI Prudential Multicap Fund - Direct Plan -  Growth,ICICI Prudential Multicap Fund,INF109K014O9,ICICI Prudential Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120621,ICICI Prudential Infrastructure Fund - Direct Plan -  Growth,ICICI Prudential Infrastructure Fund,INF109K018M4,ICICI Prudential Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120656,UTI Large Cap Fund - Direct Plan - Growth Option,UTI Large Cap Fund,INF789F01US8,UTI Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120662,UTI - Flexi Cap Fund-Growth Option - Direct,UTI - Flexi Cap Fund-Growth Option - Direct,INF789F01TC4,UTI Mutual Fund,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
120665,UTI Large & Mid Cap Fund - Direct Plan - Growth Option,UTI Large & Mid Cap Fund,INF789F01UG3,UTI Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120674,UTI Aggressive Hybrid Fund -Direct Plan - Growth,UTI Aggressive Hybrid Fund,INF789F01SK9,UTI Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120682,UTI - MNC Fund - Growth Option - Direct,UTI - MNC Fund - Growth Option - Direct,INF789F01UD0,UTI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120688,ICICI Prudential Exports & Services Fund - Direct Plan - Growth,ICICI Prudential Exports & Services Fund,INF109K01W25,ICICI Prudential Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
120715,UTI ELSS Tax Saver Fund - Direct Plan - Growth Option,UTI ELSS Tax Saver Fund,INF789F01TF7,UTI Mutual Fund,Equity Scheme - ELSS,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120722,ICICI Prudential Focused Equity Fund - Direct Plan - Growth,ICICI Prudential Focused Equity Fund,INF109K018N2,ICICI Prudential Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120726,UTI Mid Cap Fund-Growth Option- Direct,UTI Mid Cap Fund-Growth Option- Direct,INF789F01UA6,UTI Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120728,UTI Infrastructure Fund-Growth Option- Direct,UTI Infrastructure Fund-Growth Option- Direct,INF789F01TU6,UTI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120731,UTI-Transportation and Logistics  Fund-Growth Option- Direct,UTI-Transportation and Logistics Fund-Growth Option- Direct,INF789F01SH5,UTI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120733,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,UTI Banking and Financial Services Fund,INF789F01SN3,UTI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120751,UTI Value Fund - Direct Plan - Growth Option,UTI Value Fund,INF789F01VB2,UTI Mutual Fund,Equity Scheme - Value Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
120760,UTI Multi Asset Allocation Fund - Direct Plan - Growth Option,UTI Multi Asset Allocation Fund,INF789F01VE6,UTI Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120779,UTI Conservative Hybrid Fund - Direct Plan - Growth Option,UTI Conservative Hybrid Fund,INF789F01UJ7,UTI Mutual Fund,Hybrid Scheme - Conservative Hybrid Fund,Open Ended Schemes,ok,2753,2015-01-01,2026-05-26
120780,UTI India Consumer Fund - Direct Plan - Growth Option,UTI India Consumer Fund,INF789F01VF3,UTI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120782,UTI Healthcare Fund - Direct Plan - Growth Option,UTI Healthcare Fund,INF789F01TO9,UTI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120795,UTI Arbitrage Fund - Direct Plan - Growth Option,UTI Arbitrage Fund,INF789FB1RG6,UTI Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120819,quant Aggressive Hybrid Fund-Growth Option-Direct Plan,quant Aggressive Hybrid Fund,INF966L01556,quant Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
120821,quant Multi Asset Allocation Fund-GROWTH OPTION-Direct Plan,quant Multi Asset Allocation Fund,INF966L01580,quant Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,2799,2015-01-01,2026-05-26
120823,quant Multi Cap Fund-GROWTH OPTION-Direct Plan,quant Multi Cap Fund,INF966L01614,quant Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
120826,quant Large & Mid Cap Fund - Growth Option-Direct Plan,quant Large & Mid Cap Fund,INF966L01648,quant Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
120828,quant Small Cap Fund - Growth Option - Direct Plan,quant Small Cap Fund,INF966L01689,quant Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,2801,2015-01-01,2026-05-26
120833,quant Infrastructure Fund - Growth Option-Direct Plan,quant Infrastructure Fund,INF966L01721,quant Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
120834,quant Focused Fund - Growth Option-Direct Plan,quant Focused Fund,INF966L01853,quant Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
120837,quant Liquid Fund - Growth Option - Direct Plan,quant Liquid Fund,INF966L01820,quant Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,3471,2015-01-01,2026-05-26
120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mid Cap Fund,INF966L01887,quant Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
120843,quant Flexi Cap Fund - Growth Option-Direct Plan,quant Flexi Cap Fund,INF966L01911,quant Mutual Fund,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
120847,quant ELSS Tax Saver Fund - Growth Option - Direct Plan,quant ELSS Tax Saver Fund,INF966L01986,quant Mutual Fund,Equity Scheme - ELSS,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
122389,Motilal Oswal Focused Fund - Direct Plan Growth Option,Motilal Oswal Focused Fund,INF247L01189,Motilal Oswal Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
122639,Parag Parikh Flexi Cap Fund - Direct Plan - Growth,Parag Parikh Flexi Cap Fund,INF879O01027,PPFAS Mutual Fund,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
125307,PGIM India Midcap Fund - Direct Plan - Growth Option,PGIM India Midcap Fund,INF663L01DV3,PGIM India Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,2807,2015-01-01,2026-05-26
125345,360 ONE LIQUID FUND DIRECT PLAN  GROWTH,360 ONE LIQUID FUND DIRECT PLAN GROWTH,INF579M01621,360 ONE Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,3237,2015-01-01,2026-05-26
125354,Axis Small Cap Fund - Direct Plan - Growth,Axis Small Cap Fund,INF846K01K35,Axis Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,2813,2015-01-01,2026-05-26
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Small Cap Fund,INF200K01T51,SBI Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,2814,2015-01-01,2026-05-26
125597,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,Aditya Birla Sun Life Banking and Financial Services Fund,INF209K014W1,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
125711,Shriram Aggressive Hybrid Fund- Direct Growth,Shriram Aggressive Hybrid Fund- Direct Growth,INF680P01042,Shriram Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
126393,DSP Dynamic Asset Allocation Fund - Direct Plan - Growth,DSP Dynamic Asset Allocation Fund,INF740K01K81,DSP Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,2793,2015-01-01,2026-05-26
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,Motilal Oswal Midcap Fund,INF247L01445,Motilal Oswal Mutual Fund,Equity Scheme - Mid Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
127850,BANK OF INDIA BALANCED ADVANTAGE FUND DIRECT PLAN  GROWTH,BANK OF INDIA BALANCED ADVANTAGE FUND DIRECT PLAN GROWTH,INF761K01BO6,Bank of India Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,2798,2015-01-01,2026-05-26
129046,Motilal Oswal Flexi cap Fund Direct Plan-Growth Option,Motilal Oswal Flexi cap Fund,INF247L01502,Motilal Oswal Mutual Fund,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
129052,HDFC ARBITRAGE FUND -Direct Plan - Growth Option,HDFC ARBITRAGE FUND,INF179KA1KT6,HDFC Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
129212,Sundaram Infrastructure Advantage Fund Direct Plan - Growth,Sundaram Infrastructure Advantage Fund,INF903J01F92,Sundaram Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
129220,L&T Emerging Businesses Fund - Direct Plan - Growth,L&T Emerging Businesses Fund,nan,L&T Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,1946,2015-01-01,2022-11-24
129649,Union Small Cap Fund - Direct Plan - Growth Option,Union Small Cap Fund,INF582M01BU9,Union Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
130206,Edelweiss Arbitrage Fund- Direct Plan- Growth Option,Edelweiss Arbitrage Fund,INF754K01EA4,Edelweiss Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,2807,2015-01-01,2026-05-26
130450,L&T Arbitrage Opportunities Fund - Direct Plan - Growth,L&T Arbitrage Opportunities Fund,nan,L&T Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,1946,2015-01-01,2022-11-24
130479,BNP PARIBAS LIQUID FUND -- DIRECT PLAN - GROWTH OPTION,BNP PARIBAS LIQUID FUND,nan,BNP Paribas Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,2118,2015-01-01,2022-03-13
130498,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,HDFC Large and Mid Cap Fund,INF179KA1RQ7,HDFC Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
130503,HDFC Small Cap Fund - Growth Option - Direct Plan,HDFC Small Cap Fund,INF179KA1RW5,HDFC Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
130773,Axis Arbitrage Fund - Direct Plan - Growth,Axis Arbitrage Fund,INF846K01PZ1,Axis Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,2813,2015-01-01,2026-05-26
130825,L&T Business Cycles Fund - Direct Plan - Growth,L&T Business Cycles Fund,nan,L&T Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,1946,2015-01-01,2022-11-24
130860,Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Growth Option,Nippon India Japan Equity Fund- Direct Plan- Growth Plan,INF204KA1SI1,Nippon India Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,2649,2015-01-01,2026-05-26
131355,BANDHAN Balanced Advantage Fund Direct Plan Growth,BANDHAN Balanced Advantage Fund Direct Plan Growth,INF194KA1UH1,Bandhan Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,2814,2015-01-01,2026-05-26
131373,Kotak Equity Savings Fund - Direct - Growth,Kotak Equity Savings Fund,INF174K01D28,Kotak Mahindra Mutual Fund,Hybrid Scheme - Equity Savings,Open Ended Schemes,ok,2804,2015-01-01,2026-05-26
131580,360 ONE Focused Fund-Direct Plan-Growth,360 ONE Focused Fund,INF579M01902,360 ONE Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
131670,Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option,Aditya Birla Sun Life Balanced Advantage Fund,INF084M01DJ5,Aditya Birla Sun Life Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
132756,Tata ELSS Fund-Growth-Direct Plan,Tata ELSS Fund,INF277K01I86,Tata Mutual Fund,Equity Scheme - ELSS,Open Ended Schemes,ok,2806,2015-01-01,2026-05-26
132995,Aditya Birla Sun Life Equity Savings Fund - Direct Plan - Growth,Aditya Birla Sun Life Equity Savings Fund,INF209KA1TP9,Aditya Birla Sun Life Mutual Fund,Hybrid Scheme - Equity Savings,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
133035,Kotak Aggressive Hybrid Fund - Direct Plan -Growth,Kotak Aggressive Hybrid Fund,INF174K01F00,Kotak Mahindra Mutual Fund,Hybrid Scheme - Aggressive Hybrid Fund,Open Ended Schemes,ok,2805,2015-01-01,2026-05-26
133181,Groww Arbitrage Fund (formerly known as Indiabulls Arbitrage Fund) - Direct Plan - Growth Option,Groww Arbitrage Fund (formerly known as Indiabulls Arbitrage Fund),nan,Groww Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,2174,2015-01-01,2023-10-27
